Article,Base Price (HTVA),Base Price (TVA),ArticleURL,Checked on
Makita 831278-2 LXT400 sac de travail robuste en cordura (convient pour 4 produits),34.37,41.59,https://www.fixami.be/fr/makita-831278-2-lxt400-sac-de-travail-robuste-en-cordura-convient-pour-4-produits.html,2025-10-15 23:42:40
Makita DTL061Z Visseuse d'angle à chocs sans-fil - 18V Li-ion - Machine seule,156.2,189.0,https://www.fixami.be/fr/makita-dtl061z-visseuse-d-angle-a-chocs-sans-fil-18v-li-ion-machine-seule.html,2025-10-15 23:42:45
Bosch GAM 220 MF mesureur d'angle numérique - 220°,154.54,186.99,https://www.fixami.be/fr/bosch-gam-220-mf-mesureur-d-angle-numerique-2200.html,2025-10-15 23:42:50
"Makita DC18SE Chargeur voiture 9,6-18V Li-ion",65.4,79.14,https://www.fixami.be/fr/makita-dc18se-chargeur-voiture-9-6-18v-li-ion.html,2025-10-15 23:42:55
DeWALT DT2350 Lames pour scie sabre pour le bois - 305mm,20.13,24.36,https://www.fixami.be/fr/dewalt-dt2350-lames-pour-scie-sabre-pour-le-bois-305mm.html,2025-10-15 23:43:00
Panasonic EY7950X - Perceuse à percussion sans fil Li-Ion 18V (machine seule),179.1,216.71,https://www.fixami.be/fr/panasonic-ey7950x-perceuse-a-percussion-sans-fil-li-ion-18v-machine-seule.html,2025-10-15 23:43:04
Panasonic EY7450X - Perceuse visseuse sans fil Li-Ion 18V (machine seule) - 57 Nm,161.1,194.93,https://www.fixami.be/fr/panasonic-ey7450x-perceuse-visseuse-sans-fil-li-ion-18v-machine-seule-57-nm.html,2025-10-15 23:43:10
DeWALT DW088K - Niveau laser dans mallette - 2 lignes - à nivellement automatique - rouge - 15m,103.3,124.99,https://www.fixami.be/fr/dewalt-dw088k-niveau-laser-dans-mallette-2-lignes-a-nivellement-automatique-rouge-15m.html,2025-10-15 23:43:15
"DeWALT D26500K Rabot dans mallette - 1050W - 4,0mm",259.99,314.59,https://www.fixami.be/fr/dewalt-d26500k-rabot-dans-mallette-1050w-4-0mm.html,2025-10-15 23:43:20
DeWALT DE7400 Piétement à roulettes pour DW744 / DW745,239.2,289.43,https://www.fixami.be/fr/dewalt-de7400-pietement-a-roulettes-pour-dw744-dw745.html,2025-10-15 23:43:24
DeWALT DE7033 Piétement compacte universelle pour scies à onglets,118.64,143.55,https://www.fixami.be/fr/dewalt-de7033-pietement-compacte-universelle-pour-scies-a-onglets.html,2025-10-15 23:43:29
Perceuse visseuse sans-fil Makita DDF451Z - 18V Li-ion - 80 Nm - Machine seule,154.87,187.39,https://www.fixami.be/fr/perceuse-visseuse-sans-fil-makita-ddf451z-18v-li-ion-80-nm-machine-seule.html,2025-10-15 23:43:34
DeWALT DCS380N Scie sabre sans fil 18V XR Li-Ion (machine seule),138.51,167.6,https://www.fixami.be/fr/dewalt-dcs380n-scie-sabre-sans-fil-18v-xr-li-ion-machine-seule.html,2025-10-15 23:43:39
DeWALT DCS391N Scie circulaire sans fil Li-Ion 18V XR (machine seule) - 165 mm,159.01,192.4,https://www.fixami.be/fr/dewalt-dcs391n-scie-circulaire-sans-fil-li-ion-18v-xr-machine-seule-165-mm.html,2025-10-15 23:43:44
Meuleuses d'angle - Makita GA5030R - 720W - 125 mm,59.99,72.59,https://www.fixami.be/fr/meuleuses-d-angle-makita-ga5030r-720w-125-mm.html,2025-10-15 23:43:49
"Makita BL1415N - Batterie Li-Ion 14,4V - 1,5 Ah",49.3,59.65,https://www.fixami.be/fr/makita-bl1415n-batterie-li-ion-14-4v-1-5-ah.html,2025-10-15 23:43:54
"Makita DC1804F Chargeur 7,2 - 18V NiCD & NiMh",85.06,102.92,https://www.fixami.be/fr/makita-dc1804f-chargeur-7-2-18v-nicd-nimh.html,2025-10-15 23:43:58
Makita LF1000 Scie sur table et à coupe d'onglet réversible - 1650W - 260 mm x 30 mm,817.3,988.93,https://www.fixami.be/fr/makita-lf1000-scie-sur-table-et-a-coupe-d-onglet-reversible-1650w-260-mm-x-30-mm.html,2025-10-15 23:44:03
DeWALT DWS780XPS - Scie à onglet radiale - avec indicateur XPS - 1675W - 305mm,738.29,893.33,https://www.fixami.be/fr/dewalt-dws780xps-scie-a-onglet-radiale-avec-indicateur-xps-1675w-305mm.html,2025-10-15 23:44:08
DeWALT DW743N - Scie à table et à onglets - 2000W - 250mm x 30mm,688.58,833.18,https://www.fixami.be/fr/dewalt-dw743n-scie-a-table-et-a-onglets-2000w-250mm-x-30mm.html,2025-10-15 23:44:13
DeWALT D27107 - Scie sur table / à onglet - 2000W - 305mm x 30mm,999.27,1209.12,https://www.fixami.be/fr/dewalt-d27107-scie-sur-table-a-onglet-2000w-305mm-x-30mm.html,2025-10-15 23:44:18
Rabot sans-fil Makita DKP180Z - 18V Li-ion - 82 mm - 2 mm - Machine seule,126.44,152.99,https://www.fixami.be/fr/rabot-sans-fil-makita-dkp180z-18v-li-ion-82-mm-2-mm-machine-seule.html,2025-10-15 23:44:23
"DeWALT DT7508 Adaptateur 1/2"" vers embout 1/4""",11.15,13.49,https://www.fixami.be/fr/dewalt-dt7508-adaptateur-1-2-vers-embout-1-4.html,2025-10-15 23:44:28
DeWALT DE0892 Récepteur numérique pour DW088K / DW089K / DW0811 - 50 m - laser rouge,99.78,120.73,https://www.fixami.be/fr/dewalt-de0892-recepteur-numerique-pour-dw088k-dw089k-dw0811-50-m-laser-rouge.html,2025-10-15 23:44:33
Makita 194368-5 - Rail de guidage -1400 mm,47.26,57.19,https://www.fixami.be/fr/makita-194368-5-rail-de-guidage-1400-mm.html,2025-10-15 23:44:37
"Makita HR2470 Perforateur burineur - SDS-Plus - Coffret - 780 W - 2,4 J",115.69,139.98,https://www.fixami.be/fr/makita-hr2470-perforateur-burineur-sds-plus-coffret-780-w-2-4-j.html,2025-10-15 23:44:42
"Makita DC10WA Chargeur 7,2V - 10,8V Li-ion",39.91,48.29,https://www.fixami.be/fr/makita-dc10wa-chargeur-7-2v-10-8v-li-ion.html,2025-10-15 23:44:47
Makita SP6000J - Scie plongeante - MAKPAC - 1300W - 165 mm,265.84,321.67,https://www.fixami.be/fr/makita-sp6000j-scie-plongeante-makpac-1300w-165-mm.html,2025-10-15 23:44:52
Makita P-20177 - Jonction pour rail de guidage (2 pièces),19.99,24.19,https://www.fixami.be/fr/makita-p-20177-jonction-pour-rail-de-guidage-2-pieces.html,2025-10-15 23:44:57
"Makita DC18SD - Chargeur 14,4V Li-ion-18V - Avec système de refroidissement",23.29,28.18,https://www.fixami.be/fr/makita-dc18sd-chargeur-14-4v-li-ion-18v-avec-systeme-de-refroidissement.html,2025-10-15 23:45:01
DeWALT DW733 Raboteuse dégauchisseuse - 1800W - 317mm,550.73,666.38,https://www.fixami.be/fr/dewalt-dw733-raboteuse-degauchisseuse-1800w-317mm.html,2025-10-15 23:45:06
Panasonic EY4550X Scie sauteuse sans fil 18V Li-Ion (machine seule) - variable,242.1,292.94,https://www.fixami.be/fr/panasonic-ey4550x-scie-sauteuse-sans-fil-18v-li-ion-machine-seule-variable.html,2025-10-15 23:45:11
"Makita DC18RC - Chargeur rapide Li-ion 7,2V - 18V - Avec système de refroidissement",30.8,37.27,https://www.fixami.be/fr/makita-dc18rc-chargeur-rapide-li-ion-7-2v-18v-avec-systeme-de-refroidissement.html,2025-10-15 23:45:16
DeWALT DE7023 Piétement universelle pour scies à onglets,167.35,202.49,https://www.fixami.be/fr/dewalt-de7023-pietement-universelle-pour-scies-a-onglets.html,2025-10-15 23:45:21
"Makita 158597-4 / 141856-3 / 821521-7 Coffret pour DHP4xx, DDF4xx, DTD1xx, DTW2xx",26.85,32.49,https://www.fixami.be/fr/makita-158597-4-141856-3-821521-7-coffret-pour-dhp4xx-ddf4xx-dtd1xx-dtw2xx.html,2025-10-15 23:45:25
Makita 141354-7 Coffret de transport pour DJR181 / DJR141 / DJR182,27.51,33.29,https://www.fixami.be/fr/makita-141354-7-coffret-de-transport-pour-djr181-djr141-djr182.html,2025-10-15 23:45:30
Makita JR3070CT - Scie sabre dans coffret - 1510W,206.6,249.99,https://www.fixami.be/fr/makita-jr3070ct-scie-sabre-dans-coffret-1510w.html,2025-10-15 23:45:35
DeWALT DE7035 piétement pour scie à onglets / radiale,85.88,103.91,https://www.fixami.be/fr/dewalt-de7035-pietement-pour-scie-a-onglets-radiale.html,2025-10-15 23:45:40
Makita DSS501Z Scie circulaire sans-fil - 18V Li-ion - 136 mm - Machine seule,127.26,153.98,https://www.fixami.be/fr/makita-dss501z-scie-circulaire-sans-fil-18v-li-ion-136-mm-machine-seule.html,2025-10-15 23:45:47
Makita DGD800Z Meuleuse droite sans-fil - 18 V Li-ion - 6 mm - Machine seule,99.17,119.99,https://www.fixami.be/fr/makita-dgd800z-meuleuse-droite-sans-fil-18-v-li-ion-6-mm-machine-seule.html,2025-10-15 23:45:52
Makita 5008MG Scie circulaire - 1800 W - 210 mm,206.99,250.46,https://www.fixami.be/fr/makita-5008mg-scie-circulaire-1800-w-210-mm.html,2025-10-15 23:45:57
Metabo ASC 55 12V - 36V LiHD chargeur de batterie - Air Cooled,33.71,40.79,https://www.fixami.be/fr/metabo-asc-55-12v-36v-lihd-chargeur-de-batterie-air-cooled.html,2025-10-15 23:46:02
Milwaukee HD18 CS-0 Li-ion scie circulaire sans fil - Robuste - 18V - Machine seule,263.21,318.48,https://www.fixami.be/fr/milwaukee-hd18-cs-0-li-ion-scie-circulaire-sans-fil-robuste-18v-machine-seule.html,2025-10-15 23:46:07
"HiKOKI UC18YFSLW0Z Chargeur batterie coulissante - Li-ion 14,4-18V",30.1,36.42,https://www.fixami.be/fr/hikoki-uc18yfslw0z-chargeur-batterie-coulissante-li-ion-14-4-18v.html,2025-10-15 23:46:13
"Makita BL1815N - Batterie Li-Ion 18V - 1,5 Ah",45.45,54.99,https://www.fixami.be/fr/makita-bl1815n-batterie-li-ion-18v-1-5-ah.html,2025-10-15 23:46:17
Makita DHR242Z - Perforateur burineur sans-fil - 18V Li-ion - SDS-plus - Machine seule - Brushless – 2 J,189.38,229.15,https://www.fixami.be/fr/makita-dhr242z-perforateur-burineur-sans-fil-18v-li-ion-sds-plus-machine-seule-brushless-2-j.html,2025-10-15 23:46:22
Makita DHR243Z - Perforateur burineur sans-fil - 18V Li-ion - SDS-plus - Machine seule - Mandrin serrage rapide - Brushless,186.42,225.57,https://www.fixami.be/fr/makita-dhr243z-perforateur-burineur-sans-fil-18v-li-ion-sds-plus-machine-seule-mandrin-serrage-rapide-brushless.html,2025-10-15 23:46:28
Meuleuses - Makita GA9040RF01 - 2600W - 230 mm,170.27,206.03,https://www.fixami.be/fr/meuleuses-makita-ga9040rf01-2600w-230-mm.html,2025-10-15 23:46:33
Metabo SXE 425 TurboTec Ponceuse excentrique,137.19,166.0,https://www.fixami.be/fr/metabo-sxe-425-turbotec-ponceuse-excentrique.html,2025-10-15 23:46:38
Hitachi CR18DSL (L4) -EX Scie sabre sans fil 18V Li-Ion (machine seule) - changement rapide,182.8,221.19,https://www.fixami.be/fr/hitachi-cr18dsl-l4-ex-scie-sabre-sans-fil-18v-li-ion-machine-seule-changement-rapide.html,2025-10-15 23:46:43
HiKOKI DV18DSDLW4Z - Perceuse-visseuse à percussion sans fil (machine seule) - 18 V - 92 Nm,163.69,198.06,https://www.fixami.be/fr/hikoki-dv18dsdlw4z-perceuse-visseuse-a-percussion-sans-fil-machine-seule-18-v-92-nm.html,2025-10-15 23:46:48
Bosch 060157A901 - Scie circulaire GKS 85 G,280.16,338.99,https://www.fixami.be/fr/bosch-060157a901-scie-circulaire-gks-85-g.html,2025-10-15 23:46:52
Bosch 060164E200 - Scie sabre GSA 1300 PCE,194.7,235.59,https://www.fixami.be/fr/bosch-060164e200-scie-sabre-gsa-1300-pce.html,2025-10-15 23:46:57
Makita 9404 Ponceuse à bande - 1010 W - 100 x 610 mm,233.98,283.12,https://www.fixami.be/fr/makita-9404-ponceuse-a-bande-1010-w-100-x-610-mm.html,2025-10-15 23:47:01
Makita 4329 Scie sauteuse - 450W - Poignée en D - Variable,84.88,102.7,https://www.fixami.be/fr/makita-4329-scie-sauteuse-450w-poignee-en-d-variable.html,2025-10-15 23:47:06
Bosch 1603340031 - Écrou serrage rapide SDS-clic - pour meuleuse d'angle M14,22.8,27.59,https://www.fixami.be/fr/bosch-1603340031-ecrou-serrage-rapide-sds-clic-pour-meuleuse-d-angle-m14.html,2025-10-15 23:47:11
"Makita HR2811FT Perforateur burineur - SDS-plus - Mandrin - 800 W - 2,9 J",262.8,317.99,https://www.fixami.be/fr/makita-hr2811ft-perforateur-burineur-sds-plus-mandrin-800-w-2-9-j.html,2025-10-15 23:47:16
Metabo FSR 200 Intec Ponceuse vibrante,50.83,61.51,https://www.fixami.be/fr/metabo-fsr-200-intec-ponceuse-vibrante.html,2025-10-15 23:47:21
Milwaukee C12 PC-0 Li-ion coupe-tubes sans fil pour cuivre - 12V - Machine seule,120.36,145.64,https://www.fixami.be/fr/milwaukee-c12-pc-0-li-ion-coupe-tubes-sans-fil-pour-cuivre-12v-machine-seule.html,2025-10-15 23:47:25
Milwaukee C12 C - Chargeur lithium-ion - 2 & 4Ah,57.84,69.99,https://www.fixami.be/fr/milwaukee-c12-c-chargeur-lithium-ion-2-4ah.html,2025-10-15 23:47:30
DeWALT DWC410 Scie à carrelage - alimentation d'eau inclus - 1300W - 110mm,143.82,174.02,https://www.fixami.be/fr/dewalt-dwc410-scie-a-carrelage-alimentation-d-eau-inclus-1300w-110mm.html,2025-10-15 23:47:34
DeWALT DCB182 - Batterie 18V XR Li-Ion - 4.0Ah,49.26,59.6,https://www.fixami.be/fr/dewalt-dcb182-batterie-18v-xr-li-ion-4.0ah.html,2025-10-15 23:47:42
DeWALT DW682K - Fraiseuse à lamelles dans coffret - 600W - 100mm,239.4,289.68,https://www.fixami.be/fr/dewalt-dw682k-fraiseuse-a-lamelles-dans-coffret-600w-100mm.html,2025-10-15 23:47:47
DeWALT DCG412M2 - Set meuleuse d'angle Li-Ion 18V (2x batterie 4.0Ah) dans mallette - 125mm,251.29,304.06,https://www.fixami.be/fr/dewalt-dcg412m2-set-meuleuse-d-angle-li-ion-18v-2x-batterie-4.0ah-dans-mallette-125mm.html,2025-10-15 23:47:52
DeWALT DCS391M2 Scie circulaire à batteries 18V Li-Ion set (2x batterie 4.0Ah) dans mallette - 165mm,286.93,347.18,https://www.fixami.be/fr/dewalt-dcs391m2-scie-circulaire-a-batteries-18v-li-ion-set-2x-batterie-4.0ah-dans-mallette-165mm.html,2025-10-15 23:47:56
DeWALT DW872 Scie à métaux - 2200W - 355mm,648.74,784.98,https://www.fixami.be/fr/dewalt-dw872-scie-a-metaux-2200w-355mm.html,2025-10-15 23:48:01
DeWALT DE0881T trépied laser dans un sac pour DW082 / DW084 / DW087 / DW088,47.43,57.39,https://www.fixami.be/fr/dewalt-de0881t-trepied-laser-dans-un-sac-pour-dw082-dw084-dw087-dw088.html,2025-10-15 23:48:06
DeWalt DW088KTRI Laser à lignes croisées à nivellement automatique dans un coffret (DW088K) et trépied dans un sac (DE0881T) - Rouge - 5 m,140.59,170.11,https://www.fixami.be/fr/dewalt-dw088ktri-laser-a-lignes-croisees-a-nivellement-automatique-dans-un-coffret-dw088k-et-trepied-dans-un-sac-de0881t-rouge-5-m.html,2025-10-15 23:48:11
Black & Decker KA900E - Lime électrique avec Interrupteur anti-poussière - 350W - 13mm,51.46,62.27,https://www.fixami.be/fr/black-decker-ka900e-lime-electrique-avec-interrupteur-anti-poussiere-350w-13mm.html,2025-10-15 23:48:16
Metabo FMS 200 Intec Ponceuse multifonctions,46.41,56.16,https://www.fixami.be/fr/metabo-fms-200-intec-ponceuse-multifonctions.html,2025-10-15 23:48:21
Metabo FSX 200 Intec Ponceuse excentrique,51.93,62.84,https://www.fixami.be/fr/metabo-fsx-200-intec-ponceuse-excentrique.html,2025-10-15 23:48:25
Makita DBO180Z Ponceuse excentrique sans-fil - 18V Li-ion - 125 mm - Machine seule,77.91,94.27,https://www.fixami.be/fr/makita-dbo180z-ponceuse-excentrique-sans-fil-18v-li-ion-125-mm-machine-seule.html,2025-10-15 23:48:30
Bosch 060164J000 - Scie sabre sans fil GSA 18V-LI - Machine seule,143.75,173.94,https://www.fixami.be/fr/bosch-060164j000-scie-sabre-sans-fil-gsa-18v-li-machine-seule.html,2025-10-15 23:48:35
Bosch GKS 18 V-LI SOLO Scie circulaire sans fil 18V Li-Ion (machine seule) - 165mm,186.33,225.46,https://www.fixami.be/fr/bosch-gks-18-v-li-solo-scie-circulaire-sans-fil-18v-li-ion-machine-seule-165mm.html,2025-10-15 23:48:40
Rems Pince à sertir - M 15,114.95,139.09,https://www.fixami.be/fr/rems-pince-a-sertir-m-15.html,2025-10-15 23:48:45
"Rems 578012 Mini-presse ACC Li-Ion 14,4 V accu kit de machine pour radiaalpers (1x 1.6Ah accu) en koffer",992.15,1200.5,https://www.fixami.be/fr/rems-578012-mini-presse-acc-li-ion-14-4-v-accu-kit-de-machine-pour-radiaalpers-1x-1.6ah-accu-en-koffer.html,2025-10-15 23:48:50
Makita 5903R Scie circulaire - 2000 W - 235 mm,249.55,301.96,https://www.fixami.be/fr/makita-5903r-scie-circulaire-2000-w-235-mm.html,2025-10-15 23:48:55
Milwaukee C18 HZ-0 18V Li-Ion batterie scie sabre corps - changement rapide,155.27,187.88,https://www.fixami.be/fr/milwaukee-c18-hz-0-18v-li-ion-batterie-scie-sabre-corps-changement-rapide.html,2025-10-15 23:49:00
Bosch 06019A6901 - Visseuse à chocs sans fil GDR 12V-105 C&G - machine seule,99.74,120.69,https://www.fixami.be/fr/bosch-06019a6901-visseuse-a-chocs-sans-fil-gdr-12v-105-c-g-machine-seule.html,2025-10-15 23:49:04
"Marteau perforateur - Makita HR2230 SDS-plus - dans coffret - 710W - 2,2J",123.99,150.03,https://www.fixami.be/fr/marteau-perforateur-makita-hr2230-sds-plus-dans-coffret-710w-2-2j.html,2025-10-15 23:49:09
Bosch GSA 12V-14 12V Li-Ion batterie scie sabre corps - changement rapide,103.21,124.88,https://www.fixami.be/fr/bosch-gsa-12v-14-12v-li-ion-batterie-scie-sabre-corps-changement-rapide.html,2025-10-15 23:49:14
DeWALT DWST1-70703 / N279261 TSTAK-Box II - Coffret solide avec poignée courte - vide,24.3,29.4,https://www.fixami.be/fr/dewalt-dwst1-70703-n279261-tstak-box-ii-coffret-solide-avec-poignee-courte-vide.html,2025-10-15 23:49:20
DeWALT DWST1-70705 Coffret TSTAK III resistant pour outils avec tiroir profond,42.45,51.37,https://www.fixami.be/fr/dewalt-dwst1-70705-coffret-tstak-iii-resistant-pour-outils-avec-tiroir-profond.html,2025-10-15 23:49:24
Makita DHP458Z - Perceuse visseuse à percussion 18 V Li-Ion - Machine seule,104.02,125.86,https://www.fixami.be/fr/makita-dhp458z-perceuse-visseuse-a-percussion-18-v-li-ion-machine-seule.html,2025-10-15 23:49:29
Makita A-89632 Lame carbure - MForce - 165 x 20 - 24 dents - Bois,10.4,12.59,https://www.fixami.be/fr/makita-a-89632-lame-carbure-mforce-165-x-20-24-dents-bois.html,2025-10-15 23:49:34
"Makita HM0871C Burineur 1110 W - SDS-Max - Coffret - 8,1 J",288.59,349.19,https://www.fixami.be/fr/makita-hm0871c-burineur-1110-w-sds-max-coffret-8-1-j.html,2025-10-15 23:49:39
